Ia,Ib,Ic,Va,Vb,Vc,Output (S)
-66.32834675,156.6327521,-87.96078592,-0.442571282,-0.042037077,0.484608359,1
-659.8364571,191.0668686,-9.82765108,0.074798479,0.229972236,-0.304770714,1
2.71122115,-40.69566054,40.35549396,0.596032843,-0.331523842,-0.264509001,0
-825.3909963,139.4607344,685.9280366,-0.031771651,0.040198582,-0.008426931,1
515.827957,69.13035276,-39.64989991,-0.341843799,0.341218293,0.000625505,1
655.5194137,-845.8007821,-26.93264041,-0.009930002,-0.066522668,0.076452669,1
709.4332283,70.40214461,-28.29990484,-0.272207973,0.16979166,0.102416313,1
-354.0180322,-64.69225967,44.94742607,0.36983186,-0.435665157,0.065833297,1
44.78144874,-96.71760912,54.76369037,0.481172406,0.054318922,-0.535491328,1
-4.666628298,83.84190377,-82.07942111,-0.597331237,0.447030115,0.150301122,0
44.56771376,-55.0432662,19.59103621,0.531759138,-0.016500889,-0.515258249,0
47.85191978,29.30266886,-80.07693228,-0.18368342,0.607139234,-0.423455814,0
15.05881948,72.35305076,-90.5544371,-0.51575282,0.563984061,-0.048231241,0
-736.9662265,-69.84940193,25.62822167,0.254961323,-0.132934971,-0.122026353,1
417.6595833,-16.94332937,44.72906164,0.304596039,-0.599761734,0.295165695,1
823.3381213,-178.6800434,31.06227437,0.030843961,-0.354884366,0.324040405,1
632.0265596,-864.9663144,-29.31408776,-0.011391274,-0.049290532,0.060681806,1
46.97649118,-160.0581824,115.9083211,0.496603095,0.007173852,-0.503776946,1
172.1651769,-36.40425918,49.27569982,0.359282118,-0.598577822,0.239295704,1
-44.887969,-5.22751663,52.40885708,0.380155046,-0.587682982,0.207527936,0
-50.42377312,-8.642061341,61.74175648,0.337225906,-0.601016228,0.263790322,0
59.23181106,-24.63305776,-38.30728597,0.05344841,0.495283225,-0.548731635,0
-65.94847794,20.91005566,41.40179364,-0.017803181,-0.516222271,0.534025452,0
6.600066104,-28.55268016,18.88140503,0.592832126,-0.273513496,-0.31931863,0
51.64062459,20.90643363,-75.70627957,-0.082208968,0.575389739,-0.493180772,0
-706.6690085,-13.93374743,-31.02527864,-0.176916606,0.506002461,-0.329085855,1
-36.0668937,-24.50147609,63.34657695,0.462862598,-0.563866717,0.10100412,0
-343.1607438,23.33635374,-46.61881189,-0.325051025,0.605206892,-0.280155868,1
12.88827606,-43.93794849,33.24365741,0.596285516,-0.249750266,-0.346535251,0
50.77715758,-58.37895872,7.601801135,0.459128565,0.112724624,-0.571853189,0
52.54803089,737.2157776,-789.7654022,0.038605838,-0.004212675,-0.034393163,1
-49.35215492,90.93724495,-39.67371824,-0.531604268,0.007460756,0.524143513,0
-248.6766795,859.2226444,-608.4282689,0.030432157,0.010302831,-0.040734987,1
354.5020504,-877.5489222,525.1226576,-0.026532041,-0.015320096,0.041852137,1
-53.9960328,77.97138619,-21.74651545,-0.490791029,-0.066088857,0.556879886,0
-62.25845566,32.86434732,25.92674658,0.201754294,-0.576774168,0.375019874,0
411.4859257,66.31145962,-43.55128415,-0.362524017,0.408364007,-0.04583999,1
-360.7259803,-518.3734266,879.0971434,-0.042300842,0.018911408,0.023389434,1
20.12297115,-44.54612061,26.70136383,0.584975908,-0.178695034,-0.406280873,0
-69.52088651,308.0722764,-236.0956037,-0.3829327,-0.040207778,0.423140478,1
4.583159814,80.28453442,-88.00694076,-0.566470273,0.510145421,0.056324852,0
-560.7738679,-311.1514578,871.9230621,-0.041494133,0.0282489,0.013245234,1
195.8259177,-844.3135567,648.48538,-0.032259072,-0.007636239,0.039895311,1
-62.53163932,30.66689503,28.88626029,0.176939079,-0.574674793,0.397735714,0
-67.05743343,32.61903036,30.79722843,-0.140284804,-0.441161744,0.581446548,0
2.174118361,-57.65105496,51.73293351,0.600234358,-0.364425791,-0.235808567,0
-36.7965964,-0.359422576,33.82531936,0.460307339,-0.542972446,0.082665107,0
-11.58197938,58.45911247,-50.54935678,-0.604672448,0.349040884,0.255631564,0
39.232166,47.2438293,-89.87979408,-0.300012116,0.626726767,-0.32671465,0
-24.96287855,-33.87551997,61.61284216,0.526597588,-0.513829588,-0.012768,0
-60.04681835,27.33766551,34.60460374,0.187336079,-0.578972087,0.391636007,0
-883.4823482,450.8373944,432.6426901,-0.01922142,0.042339041,-0.023117621,1
55.78307968,-28.51179263,-24.5275465,0.197528649,0.39609127,-0.593619919,0
-67.91197908,24.85328276,45.74337643,0.035090476,-0.540684296,0.50559382,0
-8.134358207,91.32574353,-86.55997069,-0.604589262,0.437193226,0.167396035,0
-335.2104362,-540.6023489,875.810533,-0.042197431,0.01771081,0.024486622,1
-30.19317819,780.47255,55.70128263,0.036818341,-0.22462847,0.187810129,1
-36.67584676,73.13515665,-33.75208578,-0.589195242,0.154567214,0.434628028,0
859.4811765,41.2592568,12.1766892,0.021625415,-0.324009774,0.302384359,1
19.61109687,-27.20313211,4.150914346,0.571749754,-0.139265836,-0.432483918,0
-35.79670872,-24.87825824,63.34626397,0.46307095,-0.563987658,0.100916707,0
-830.2485625,153.1591517,677.0871472,-0.031328093,0.040405859,-0.009077766,1
-774.9198086,53.99418571,-37.61772349,-0.034634497,0.369084599,-0.334450102,1
10.18556962,-60.51218013,46.72545536,0.60475806,-0.300881481,-0.303876579,0
-162.4663897,-671.1375403,833.6016665,-0.040520987,0.009537753,0.030983235,1
22.86380189,-34.65814017,13.67256223,0.575186547,-0.144714618,-0.430471929,0
797.8378776,-731.2641784,-10.71622027,0.002875424,-0.172726833,0.169851409,1
-17.17707104,-45.24307083,62.42014187,0.539343576,-0.508147257,-0.031196319,0
762.0745874,-26.13488247,38.97670795,0.035374326,-0.37123469,0.335860364,1
-475.8377328,-393.1881831,-54.40693568,-0.042168022,0.357549064,-0.315381042,1
-152.6988738,833.0735662,52.98279206,0.033485676,-0.179798416,0.14631274,1
-775.0213578,754.6594654,22.46943717,0.00068685,0.036350368,-0.037037218,1
641.9131621,-855.0740954,215.3128901,-0.01141263,-0.029621751,0.041034381,1
57.55132133,-4.976886782,-50.70844482,0.137342502,0.450399769,-0.587742271,0
-626.6990898,279.8368187,1.088645581,0.029988488,0.217838757,-0.247827244,1
-70.41950651,40.58156664,32.52700989,-0.125880054,-0.450882171,0.576762226,0
115.9231284,54.1069617,-49.22824132,-0.382652737,0.535851562,-0.153198825,1
6.449882294,-736.1504298,732.1263614,-0.306223377,-0.010265225,0.316488602,1
863.7106663,43.04673319,10.65075682,0.009563048,-0.307767344,0.298204297,1
-2.403551972,-693.9649148,698.7732609,-0.360166198,-0.015952016,0.376118213,1
39.21197222,-29.4173905,-4.771413917,0.556376015,-0.073221215,-0.4831548,0
555.5842355,-872.4331442,318.8431541,-0.01687652,-0.025192573,0.042069093,1
45.2905361,34.2676176,-82.47909345,-0.228748554,0.616472055,-0.387723501,0
-66.56977998,24.62886216,38.302891,-0.05580227,-0.495283144,0.551085414,0
-549.3075067,-323.3598317,874.6781339,-0.041617215,0.027734101,0.013883114,1
-41.52607989,5.269659136,32.79608968,0.428710258,-0.557858378,0.129148119,0
310.1175612,562.5752372,-870.6469173,0.042005725,-0.016419451,-0.025586274,1
-373.3506451,-507.0675464,880.4159279,-0.042336793,0.019504709,0.022832084,1
-68.25404877,70.55750159,-0.399419207,-0.249684535,-0.347044072,0.596728607,0
7.571153308,46.92301016,-50.12496809,-0.377018869,0.570358184,-0.193339315,1
-304.25865,243.5363745,42.67067962,0.097053189,0.089764942,-0.186818131,1
-511.1559754,8.195216935,-41.59588365,-0.273140024,0.584235832,-0.311095809,1
25.15348507,-28.6216788,0.158235226,0.555304588,-0.084388754,-0.470915834,0
-63.29793467,63.85497706,2.272111117,-0.397268387,-0.201275539,0.598543926,0
58.79111265,-21.85226884,-40.64631419,0.024961795,0.511175475,-0.53613727,0
785.3511957,-741.3297521,-42.0305611,0.001271821,-0.059321898,0.058050078,1
-47.12465269,91.55555435,-42.51897817,-0.5456563,0.036014755,0.509641546,0
44.35531832,-31.54044656,-10.86700882,0.465045789,0.101489185,-0.566534974,0
54.99752907,-534.3319124,481.9563149,0.233359705,0.032815539,-0.266175244,1
840.0850687,-180.12816,-657.8997901,0.030369248,-0.040715592,0.010346343,1
-2.679545355,82.74362002,-82.96877855,-0.592095398,0.460262491,0.131832907,0
-669.0666151,-137.5482763,-41.34777664,-0.038752846,0.375025684,-0.336272838,1
12.3447931,-30.00177439,14.58754269,0.589029992,-0.22229269,-0.366737303,0
36.01508907,22.98695045,-62.69321632,-0.381893996,0.59857791,-0.216683914,0
-74.82281749,-51.8967287,49.56622498,0.381833874,-0.54858017,0.166746297,1
9.886356965,552.2398578,-559.4245993,0.449594129,0.027825768,-0.477419896,1
-393.2172171,19.0938761,-45.40414865,-0.311720778,0.602171704,-0.290450926,1
-172.1843834,36.40413614,-49.27604033,-0.359277025,0.598577917,-0.239300892,1
7.420781753,-739.9381468,734.9456331,-0.299836029,-0.009618574,0.309454602,1
875.0410343,-326.1416029,-546.840137,0.024844311,-0.042097454,0.017253143,1
-343.2728861,-524.5916443,-56.94265571,-0.042232103,0.331922847,-0.289690744,1
623.3645215,78.08000877,11.68632094,0.139679729,-0.449438733,0.309759004,1
-669.142531,-163.5791257,834.7347724,-0.039386143,0.033246523,0.006139619,1
-45.89903601,-9.914002922,58.19515256,0.372723532,-0.589332791,0.216609259,0
-9.89389246,86.05049456,-74.2371162,-0.610164378,0.395720751,0.214443627,0
55.31425366,1.957990303,-60.31788157,0.098324191,0.479148679,-0.57747287,0
-69.30130331,51.18527594,20.8084593,-0.243799374,-0.360070645,0.603870019,0
-65.08311023,37.16156759,24.70379573,0.139418489,-0.564256504,0.424838014,0
-62.48242071,666.7801289,-601.8665839,-0.122106913,-0.025090172,0.147197085,1
-67.89887661,61.79063437,8.41753696,-0.263785649,-0.338359931,0.602145579,0
-68.57552046,81.78685466,-16.44489083,-0.32819819,-0.271143821,0.599342011,0
55.29688076,-9.322919124,-49.67682724,-0.098337751,0.566525921,-0.46818817,0
35.97469867,-29.38812382,-9.64776496,0.502448147,0.037263174,-0.53971132,0
-777.6210727,750.3469846,13.37296519,-0.000631469,0.156611493,-0.155980024,1
51.88819768,-15.78327366,-39.15730109,0.301657821,0.310174266,-0.611832088,0
45.06645221,71.95168249,-114.3069068,0.487634024,0.041806076,-0.5294401,1
-58.88687943,67.27895856,-5.692650958,-0.451914176,-0.128297805,0.580211981,0
1.231268374,-30.39608562,30.97620931,0.591816331,-0.341423515,-0.250392816,0
-67.27378584,577.349408,-507.573212,-0.212116886,-0.031073544,0.24319043,1
-71.18490704,799.7390267,54.91586376,0.035789518,-0.210142884,0.174353366,1
576.9275648,-578.2380453,3.437189538,0.026431908,-0.465761479,0.439329571,1
-89.03263152,-732.8168572,821.9123732,-0.036759479,0.005234219,0.03152526,1
-65.32941345,67.95130904,-0.310602782,-0.338632584,-0.264970373,0.603602957,0
23.12491577,64.98004169,-91.25024358,-0.463043329,0.596030269,-0.13298694,0
-458.972274,-424.5849117,883.5549222,-0.042295984,0.02351533,0.018780654,1
885.5469758,-428.5157886,-454.8895459,0.020481101,-0.04242443,0.021943329,1
-26.90594874,94.67755532,-70.90121389,-0.617069931,0.278122118,0.338947813,0
-30.23833098,-9.736551969,41.86306099,0.48595139,-0.532575892,0.046624501,0
10.03113105,73.53989466,-81.72039476,-0.551889805,0.522542119,0.029347686,0
528.7372815,350.0519561,-876.7398145,0.041807349,-0.02665544,-0.015151909,1
-30.3607219,94.19739635,-66.84710123,-0.612240471,0.242467962,0.369772509,0
53.37572394,14.82662663,-71.2438932,-0.034268491,0.554009957,-0.519741466,0
-68.80032048,42.4848135,28.6197032,-0.053102042,-0.491316226,0.544418268,0
-19.93369894,-569.0778687,591.2865964,-0.445638121,-0.026262672,0.471900793,1
1.798780127,-714.6610854,715.1813964,-0.336875155,-0.013457203,0.350332357,1
393.5030644,-19.09169933,45.40609213,0.311738956,-0.602171648,0.290432691,1
849.7943835,38.504656,14.44499398,0.039600257,-0.347769035,0.308168778,1
-59.3200386,-38.56971629,100.224023,-0.490856698,-0.041971795,0.532828493,1
-752.4786567,304.1763656,-11.92634447,-0.081875974,0.296344023,-0.214468049,1
31.08511366,-44.43645695,15.71564111,0.546992357,-0.057676183,-0.489316174,0
-52.48966389,59.46830288,-10.63489002,-0.478467655,-0.084604806,0.563072461,0
-13.20311956,-16.54641737,26.29784644,0.567943497,-0.4142265,-0.153716997,0
-63.66371972,34.16439323,26.28250715,0.166870136,-0.571180612,0.404310476,0
-68.92260512,47.79953755,17.65299105,0.063635169,-0.537904445,0.474269276,0
-51.05213267,92.1124948,-43.95030875,-0.532516951,0.009204836,0.523312116,0
53.35245368,-585.1099194,534.364241,0.190338504,0.03014822,-0.220486724,1
-749.5639267,-55.91185509,-4.419077557,0.046813184,0.204515566,-0.25132875,1
57.53286316,-14.18506475,-41.08529351,0.131311265,0.450380348,-0.581691613,0
36.77743697,52.42959438,-92.2346477,-0.333548044,0.627595796,-0.294047752,0
-664.7722467,836.1347052,-171.3645401,0.009901787,0.030737712,-0.040639499,1
-509.6891728,-355.1447649,-53.42980843,-0.041931638,0.362714684,-0.320783046,1
-48.4521909,80.16087261,-29.47812952,-0.532824077,0.009865679,0.522958399,0
-24.24855668,762.0729267,-735.2759253,0.26650627,0.007040897,-0.273547167,1
-616.3508296,856.6700087,-238.2077826,0.013109593,0.02833796,-0.041447553,1
39.81034131,-31.22155183,-5.74533732,0.488571132,0.05993655,-0.548507683,0
53.71897232,-5.365007498,-52.05541331,-0.135699179,0.578901893,-0.443202714,0
56.79979941,-19.37103875,-35.07607359,0.194869918,0.40251319,-0.597383108,0
-46.5227939,10.63159589,32.4292731,0.387864839,-0.571971549,0.18410671,0
28.304822,61.43617173,-93.13989926,-0.416843761,0.614588116,-0.197744355,0
54.12707833,-183.6260832,132.1874178,0.423192025,0.041782871,-0.464974896,1
315.5585991,-29.59668731,41.87084636,0.332631012,-0.605342779,0.272711767,1
-44.40645412,94.74536816,-53.34471543,-0.571564292,0.095376535,0.476187757,0
847.8932704,-617.9936577,0.119420005,0.01049089,-0.232211627,0.221720738,1
-48.4754439,-1.240035673,51.92342467,0.342743505,-0.5943038,0.251560296,0
-722.8025786,95.64239745,-22.8108526,0.013779238,0.314356206,-0.328135444,1
834.8215542,-676.6287516,-158.1856234,0.006157181,-0.039431959,0.033274778,1
-61.80014161,29.89365563,28.81187097,0.194432902,-0.57754482,0.383111918,0
-34.20453606,73.32931845,-36.23972152,-0.596400587,0.182159466,0.414241121,0
4.223307196,78.50123283,-85.63119861,-0.569302712,0.503057218,0.066245493,0
55.1384887,-3.970508444,-54.21566743,0.163004966,0.433135486,-0.596140452,0
-500.0466826,-382.3991169,-52.16302557,-0.032236434,0.361847137,-0.329610703,1
63.05910572,-25.5489812,-37.51012452,0.064069151,0.48970512,-0.553774271,0
873.1590699,57.01599557,-3.381494862,-0.097566866,-0.149932347,0.247499213,1
815.6329245,-149.7748939,19.48737562,0.031717981,-0.355519325,0.323801344,1
550.2654603,-882.6913702,334.5797288,-0.016941312,-0.025097102,0.042038415,1
-736.6044016,-32.80984188,-15.52877705,-0.06064433,0.378238031,-0.317593702,1
-28.34201883,-37.41674647,67.84964547,0.537290651,-0.438682506,-0.098608146,0
262.8229084,-862.2072677,599.3820959,-0.030003917,-0.010880517,0.040884435,1
-723.9209843,800.6181542,-74.58820691,0.005330243,0.033740142,-0.039070385,1
41.92270184,-23.68778704,-21.5375651,0.445239346,0.133280059,-0.578519404,0
-863.3936059,-60.13219176,7.279182813,0.126309216,0.103408991,-0.229718207,1
-85.39906091,805.042847,-717.5236465,0.035413645,0.002419267,-0.037832912,1
-10.21437999,-21.57734916,28.71549838,0.574483168,-0.403121852,-0.171361316,0
12.57247858,73.39975002,-88.99541193,-0.530641075,0.550114649,-0.019473574,0
-428.3034114,883.1137298,-454.8122836,0.02326529,0.019035463,-0.042300754,1
-154.1403663,831.2174542,-674.9579668,0.033481303,0.005730684,-0.039211987,1
-671.4260876,376.7649564,295.7254952,-0.124796364,0.05292407,0.071872294,1
31.8300161,15.6942528,-44.7012193,0.503954707,0.030426242,-0.534380949,0
25.06864321,-63.0167508,37.94810759,0.59492019,-0.196834481,-0.398085709,0
-26.59984428,71.79248422,-42.48255124,-0.608393606,0.253184051,0.355209555,0
-29.78088916,-32.96798909,62.74887825,0.454958309,-0.574458045,0.119499735,0
-54.84586836,91.96335513,-40.11924678,-0.507023612,-0.037609035,0.544632648,0
42.4494302,39.87083674,-80.46268668,-0.296613078,0.621337839,-0.324724761,0
779.4446944,-29.49371512,-749.9532428,0.034981848,-0.03810529,0.003123442,1
-72.0499249,72.02003841,-3.325550875,-0.199125739,-0.386380517,0.585506256,0
861.9519094,-324.2549326,4.727867681,0.025372507,-0.322828484,0.297455977,1
10.05142159,-33.44025192,25.19865637,0.594847635,-0.268872538,-0.325975097,0
-22.65583573,90.57751271,-66.00459379,-0.616449958,0.292022004,0.324427954,0
-33.64842064,-7.574103466,43.04019385,0.463633389,-0.548245656,0.084612267,0
14.10724656,-761.2628699,749.601648,-0.253168263,-0.005034464,0.258202727,1
-57.76492307,718.3900463,-658.1732503,-0.051751213,-0.020033284,0.071784497,1
3.887055252,58.41509551,-59.58397044,-0.566118534,0.482385864,0.08373267,0
-52.02364299,755.753747,-701.2569313,0.019566967,-0.014576368,-0.004990599,1
-58.19919322,-63.03294649,123.5659517,-0.494781189,-0.041776221,0.536557411,1
37.62376764,-29.59069364,-2.11998605,0.566777428,-0.101231081,-0.465546347,0
-429.0698688,-442.5451551,-55.52160228,-0.042337238,0.34942876,-0.307091522,1
-63.93733468,78.97216832,-13.20014047,-0.365045028,-0.233083572,0.5981286,0
48.22526921,-22.88902172,-28.27633815,0.379272797,0.222771689,-0.602044486,0
851.8694793,-614.2373925,-67.23664224,0.010468516,-0.16232879,0.151860274,1
55.69766541,-549.0396068,496.0725481,0.271001607,0.027783964,-0.298785571,1
-61.71307698,86.06611883,-27.23827089,-0.432124227,-0.150383097,0.582507324,0
-11.98335886,67.00135331,-52.30399399,-0.605608586,0.375121408,0.230487177,0
-40.49158839,-7.334342845,47.82593124,0.253680829,-0.593092855,0.339412027,0
773.558935,-756.5848769,-14.98433856,-0.000723869,-0.042839905,0.043563774,1
-27.88492525,62.8772305,-38.65946227,-0.59765257,0.205978091,0.391674479,0
-57.77769811,94.83069633,-40.42071042,-0.491514761,-0.063694923,0.555209684,0
-99.52012059,39.76800962,-50.06094586,-0.366197335,0.591493327,-0.225295991,1
55.33607936,1.087132484,-59.46914216,0.107664963,0.472903431,-0.580568394,0
520.7785537,69.40448342,-39.12068697,-0.339403472,0.333311432,0.00609204,1
689.9488359,11.74689874,32.23862211,0.187495624,-0.516222275,0.32872665,1
-42.67518947,-23.91653657,62.83298298,0.386862902,-0.597027203,0.210164301,0
